common_name,taxonomic_index,alphabetic_index,scientific_name,alpha_code,order,family,bioacoustic_category,description,high_or_low,bandpass_low_freq,bandpass_high_freq,typical_duration_ms,median_duration,approx_duration,oldbird_spectrogram,oldbird_nocturnal_spectrogram,oldbird_link,images,audio
Long-tailed Duck,61,403,Clangula hyemalis,LTDU,Anseriformes,Anatidae,,,"Low, Middle, High",0.1,10000.0,,0.08199999999999999,0.1,,,No OldBird page,"['media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7907.869000000001_7907.996999999999.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7909.018_7909.1.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20805.068_20805.113999999998.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7909.541_7909.808000000001.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20805.474_20805.532.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7901.82_7901.994000000001.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7905.733_7905.849.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7905.419_7905.477.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20804.197_20804.29.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7908.624_7908.67.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7901.24_7901.298000000001.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7907.021_7907.138000000001.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7902.0869999999995_7902.273.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7907.544_7907.7880000000005.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7904.351_7904.467.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7904.92_7905.013000000001.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7906.65_7906.8009999999995.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7906.058000000001_7906.139.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20804.87_20804.986.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20799.901_20799.948.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7909.889_7909.994000000001.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20805.811_20805.846.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20803.976000000002_20804.023.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20802.119_20802.212.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7903.608_7903.666.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20799.75_20799.785.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7905.1990000000005_7905.2919999999995.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20803.036_20803.082.jpg', 'media/LTDU/spectrograms/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20803.686_20803.733.jpg', 'media/LTDU/spectrograms/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7908.09_7908.159000000001.jpg']","['media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7907.869000000001_7907.996999999999.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7909.018_7909.1.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20805.068_20805.113999999998.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7909.541_7909.808000000001.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20805.474_20805.532.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7901.82_7901.994000000001.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7905.733_7905.849.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7905.419_7905.477.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20804.197_20804.29.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7908.624_7908.67.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7901.24_7901.298000000001.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7907.021_7907.138000000001.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7902.0869999999995_7902.273.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7907.544_7907.7880000000005.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7904.351_7904.467.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7904.92_7905.013000000001.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7906.65_7906.8009999999995.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7906.058000000001_7906.139.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20804.87_20804.986.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20799.901_20799.948.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7909.889_7909.994000000001.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20805.811_20805.846.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20803.976000000002_20804.023.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20802.119_20802.212.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7903.608_7903.666.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20799.75_20799.785.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7905.1990000000005_7905.2919999999995.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20803.036_20803.082.wav', 'media/LTDU/audio/BERI1-20190411_203300_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_20803.686_20803.733.wav', 'media/LTDU/audio/BERI1-20190412_203400_ANSERIFORMES_ANATIDAE_CLANGULA_HYEMALIS_LTDU_7908.09_7908.159000000001.wav']"
Bufflehead,62,143,Bucephala albeola,BUFF,Anseriformes,Anatidae,,,,,,,,,,,No OldBird page,,
Common Goldeneye,63,198,Bucephala clangula,COGO,Anseriformes,Anatidae,,,Low,0.1,5000.0,,0.324,0.2,,,No OldBird page,"['media/COGO/spectrograms/CAFO1_20180423_204800_ANSERIFORMES_ANATIDAE_BUCEPHALA_CLANGULA_COGO_11740.938999999998_11741.48.jpg', 'media/COGO/spectrograms/CAFO1_20180423_204800_ANSERIFORMES_ANATIDAE_BUCEPHALA_CLANGULA_COGO_11771.947_11772.053.jpg']","['media/COGO/audio/CAFO1_20180423_204800_ANSERIFORMES_ANATIDAE_BUCEPHALA_CLANGULA_COGO_11740.938999999998_11741.48.wav', 'media/COGO/audio/CAFO1_20180423_204800_ANSERIFORMES_ANATIDAE_BUCEPHALA_CLANGULA_COGO_11771.947_11772.053.wav']"
Barrow's Goldeneye,64,56,Bucephala islandica,BAGO,Anseriformes,Anatidae,,,,,,,,,,,No OldBird page,,
Hooded Merganser,66,340,Lophodytes cucullatus,HOME,Anseriformes,Anatidae,,,,,,,,,,,No OldBird page,,
Common Merganser,67,202,Mergus merganser,COME,Anseriformes,Anatidae,,,,,,,,,,,No OldBird page,,
Red-breasted Merganser,68,523,Mergus serrator,RBME,Anseriformes,Anatidae,,,,,,,,,,,No OldBird page,,
Ruddy Duck,70,568,Oxyura jamaicensis,RUDU,Anseriformes,Anatidae,,,,,,,,,,,No OldBird page,,
Plain Chachalaca,72,500,Ortalis vetula,PLCH,Galliformes,Cracidae,,,,,,,,,,,No OldBird page,,
Mountain Quail,74,435,Oreortyx pictus,MOUQ,Galliformes,Odontophoridae,,,,,,,,,,,No OldBird page,,
Northern Bobwhite,75,446,Colinus virginianus,NOBO,Galliformes,Odontophoridae,,,,,,,,,,,No OldBird page,,
Scaled Quail,76,585,Callipepla squamata,SCQU,Galliformes,Odontophoridae,,,,,,,,,,,No OldBird page,,
California Quail,77,153,Callipepla californica,CAQU,Galliformes,Odontophoridae,,,,,,,,,,,No OldBird page,,
Gambel's Quail,78,265,Callipepla gambelii,GAQU,Galliformes,Odontophoridae,,,,,,,,,,,No OldBird page,,
Montezuma Quail,79,429,Cyrtonyx montezumae,MONQ,Galliformes,Odontophoridae,,,,,,,,,,,No OldBird page,,
Wild Turkey,81,701,Meleagris gallopavo,WITU,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Ruffed Grouse,82,570,Bonasa umbellus,RUGR,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Spruce Grouse,83,623,Canachites canadensis,SPGR,"common_name
Spruce Grouse    Galliformes
Spruce Grouse    Galliformes
Name: order, dtype: object","common_name
Spruce Grouse    Phasianidae
Spruce Grouse    Phasianidae
Name: family, dtype: object",,,,,,,,,,,No OldBird page,,
Willow Ptarmigan,84,705,Lagopus lagopus,WIPT,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Rock Ptarmigan,85,555,Lagopus muta,ROPT,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
White-tailed Ptarmigan,86,691,Lagopus leucura,WTPT,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Greater Sage-Grouse,87,304,Centrocercus urophasianus,GRSG,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Gunnison Sage-Grouse,88,316,Centrocercus minimus,GUSG,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Dusky Grouse,89,230,Dendragapus obscurus,DUGR,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Sooty Grouse,90,611,Dendragapus fuliginosus,SOGR,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Sharp-tailed Grouse,91,596,Tympanuchus phasianellus,STGR,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Greater Prairie-Chicken,92,302,Tympanuchus cupido,GRPC,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Lesser Prairie-Chicken,93,390,Tympanuchus pallidicinctus,LEPC,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Gray Partridge,94,284,Perdix perdix,GRAP,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Ring-necked Pheasant,95,551,Phasianus colchicus,RNEP,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Kalij Pheasant,96,361,Lophura leucomelanos,KAPH,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Indian Peafowl,97,355,Pavo cristatus,INPE,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Gray Francolin,98,281,Francolinus pondicerianus,GRAF,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Black Francolin,99,64,Francolinus francolinus,BLFR,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Red Junglefowl,100,517,Gallus gallus,REJU,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Himalayan Snowcock,101,338,Tetraogallus himalayensis,HISN,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Chukar,102,186,Alectoris chukar,CHUK,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Erckel's Francolin,103,247,Pternistis erckelii,ERFR,Galliformes,Phasianidae,,,,,,,,,,,No OldBird page,,
Least Grebe,107,384,Tachybaptus dominicus,LEGR,Podicipediformes,Podicipedidae,,,,,,,,,,,No OldBird page,,
Pied-billed Grebe,108,491,Podilymbus podiceps,PBGR,Podicipediformes,Podicipedidae,,,,,,,,,,,No OldBird page,,
Horned Grebe,109,343,Podiceps auritus,HOGR,Podicipediformes,Podicipedidae,,,,,,,,,,,No OldBird page,,
Red-necked Grebe,110,536,Podiceps grisegena,RNGR,Podicipediformes,Podicipedidae,,,,,,,,,,,No OldBird page,,
Eared Grebe,111,232,Podiceps nigricollis,EAGR,Podicipediformes,Podicipedidae,,,,,,,,,,,No OldBird page,,
Western Grebe,112,668,Aechmophorus occidentalis,WEGR,Podicipediformes,Podicipedidae,,,,,,,,,,,No OldBird page,,
Clark's Grebe,113,189,Aechmophorus clarkii,CLGR,Podicipediformes,Podicipedidae,,,,,,,,,,,No OldBird page,,
Rock Pigeon,117,554,Columba livia,ROPI,Columbiformes,Columbidae,,,,,,,,,,,No OldBird page,,
White-crowned Pigeon,120,682,Patagioenas leucocephala,WCPI,Columbiformes,Columbidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/doves/wcpi/wcpi.htm,,
Red-billed Pigeon,121,522,Patagioenas flavirostris,RBPI,Columbiformes,Columbidae,,,,,,,,,,,No OldBird page,,
Band-tailed Pigeon,122,50,Patagioenas fasciata,BTPI,Columbiformes,Columbidae,,,,,,,,,,,No OldBird page,,
Eurasian Collared-Dove,125,248,Streptopelia decaocto,EUCD,Columbiformes,Columbidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/doves/wcpi/wcpi.htm,,
Spotted Dove,126,618,Streptopelia chinensis,SPDO,Columbiformes,Columbidae,,,,,,,,,,,No OldBird page,,
Zebra Dove,127,737,Geopelia striata,ZEBD,Columbiformes,Columbidae,,,,,,,,,,,No OldBird page,,
Inca Dove,129,354,Columbina inca,INDO,Columbiformes,Columbidae,,,,,,,,,,,No OldBird page,,
Common Ground Dove,130,200,Columbina passerina,CGDO,Columbiformes,Columbidae,,,,,,,,,,,No OldBird page,,
White-tipped Dove,134,695,Leptotila verreauxi,WTDO,Columbiformes,Columbidae,,,,,,,,,,,No OldBird page,,
White-winged Dove,135,697,Zenaida asiatica,WWDO,Columbiformes,Columbidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/doves/wcpi/wcpi.htm,,
Mourning Dove,137,436,Zenaida macroura,MODO,Columbiformes,Columbidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/doves/wcpi/wcpi.htm,,
Groove-billed Ani,140,314,Crotophaga sulcirostris,GBAN,Cuculiformes,Cuculidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/doves/wcpi/wcpi.htm,,
Greater Roadrunner,141,303,Geococcyx californianus,GRRO,Cuculiformes,Cuculidae,,,,,,,,,,,No OldBird page,,
Yellow-billed Cuckoo,145,724,Coccyzus americanus,YBCU,Cuculiformes,Cuculidae,cuckoo,Low “clack” or low “kow” with harmonic(s) given repeatedly; recalls daytime calls,,,,110,,,N,N,http://oldbird.org/pubs/fcmb/species/doves/wcpi/wcpi.htm,,
Mangrove Cuckoo,146,412,Coccyzus minor,MACU,Cuculiformes,Cuculidae,,,,,,,,,,,No OldBird page,,
Black-billed Cuckoo,147,82,Coccyzus erythropthalmus,BBCU,Cuculiformes,Cuculidae,cuckoo,Low “clack” or low “kow” with harmonic(s) given repeatedly; recalls daytime calls,Low,0.1,5000.0,110,0.042,0.05,N,N,http://oldbird.org/pubs/fcmb/species/doves/wcpi/wcpi.htm,['media/BBCU/spectrograms/SCST2_20150916_195600_CUCULIFORMES_CUCULIDAE_COCCYZUS_ERYTHROPTHALMUS_BBCU_9627.371_9627.413.jpg'],['media/BBCU/audio/SCST2_20150916_195600_CUCULIFORMES_CUCULIDAE_COCCYZUS_ERYTHROPTHALMUS_BBCU_9627.371_9627.413.wav']
Lesser Nighthawk,149,389,Chordeiles acutipennis,LENI,Caprimulgiformes,Caprimulgidae,,,,,,,,,N,N,http://oldbird.org/pubs/fcmb/species/doves/wcpi/wcpi.htm,,
